Declaration_Number,Import_Date,Importer_ID,Broker_ID,Transport_Mode,Origin_Country,Port_of_Entry,Clearance_Port,Invoice_No,Invoice_Details,Item_Number,HS_Code,Stat_Code,Product_Code,Brand,Model_No,Product_Year,Cleaned_Description,Quantity,Net_Weight_KG,Gross_Weight_KG,Declared_Currency_Code,Unit_Price_Foreign_CIF,Invoice_Amount_Foreign,Exchange_Rate,Unit_Price_THB_CIF,Invoice_Amount_THB,Privilege_Code,Incentive_Scheme,Duty_Paid_THB,VAT_Paid_THB,Other_Taxes_THB,External_Benchmark_Price_THB,Is_Related_Party,Is_Anomaly_Confirmed,PRAISE_Alert_Ref_No,Recovered_Tax_THB,Review_Officer_ID,Review_Timestamp
DEC240303100885,2024-03-03,IMP-008,BROK-048,Air,CN,LCP,LCP,INV-52741,Standard Import,1,87089360,0,PROD-177,BrandX,M-18,2021,Clutches,56.0,220.74,255.69,USD,2881.04,161338.24,31.98,92135.66,5159596.92,0,,1547879.08,469523.32,0.0,100000.0,1,False,REF-42663,0.0,OFFICER-16,2024-12-23
DEC25083167730,2025-08-31,IMP-005,BROK-016,Sea,CN,LCP,BKK,INV-76082,Standard Import,1,62044290,0,PROD-445,BrandX,M-55,2021,Women Dresses,77.0,261.89,278.96,USD,1184.09,91174.93,32.88,38932.88,2997831.7,999,,899349.51,272802.68,0.0,44200.0,0,False,REF-84998,0.0,OFFICER-39,2024-12-29
DEC25050965111,2025-05-09,IMP-005,BROK-033,Sea,US,BKK,BKK,INV-26024,Standard Import,1,62044290,0,PROD-857,BrandX,M-21,2025,Women Dresses,16.0,68.05,80.54,USD,1242.97,19887.52,32.88,40868.85,653901.66,0,,196170.5,59505.05,0.0,44200.0,0,False,REF-28613,0.0,OFFICER-30,2024-12-11
DEC240915103507,2024-09-15,IMP-008,BROK-017,Sea,CN,SUV,LCP,INV-87719,Standard Import,1,87089360,0,PROD-678,BrandX,M-33,2024,Clutches,11.0,51.24,55.07,USD,3395.25,37347.75,31.98,108580.1,1194381.04,0,,358314.31,108688.67,0.0,100000.0,1,True,REF-20233,453751.95,OFFICER-33,2024-12-31
DEC250406106284,2025-04-06,IMP-008,BROK-016,Sea,US,LCP,BKK,INV-41865,Standard Import,1,87089360,0,PROD-294,BrandX,M-50,2021,Clutches,3.0,18.71,21.49,USD,3535.38,10606.14,32.88,116243.29,348729.88,999,,104618.96,31734.42,0.0,100000.0,1,False,REF-58912,0.0,OFFICER-49,2024-12-10
DEC23060711430,2023-06-07,IMP-001,BROK-008,Air,JP,LCP,SUV,INV-77376,Standard Import,1,19059030,0,PROD-652,BrandX,M-41,2021,Cake,20.0,71.18,81.72,USD,148.64,2972.8,35.07,5212.8,104256.1,999,,31276.83,9487.31,0.0,5000.0,0,False,REF-88482,0.0,OFFICER-28,2024-12-21
DEC23033047557,2023-03-30,IMP-005,BROK-020,Sea,CN,LCP,SUV,INV-23862,Standard Import,1,62044290,0,PROD-655,BrandX,M-84,2022,Women Dresses,70.0,180.14,197.91,USD,1445.52,101186.4,35.07,50694.39,3548607.05,999,,1064582.11,322923.24,0.0,44200.0,0,False,REF-10534,0.0,OFFICER-17,2024-12-29
DEC25092143631,2025-09-21,IMP-003,BROK-016,Air,DE,LCP,BKK,INV-36169,Standard Import,1,33030000,0,PROD-818,BrandX,M-64,2024,Perfumes,98.0,689.31,749.24,USD,2085.29,204358.42,32.88,68564.34,6719304.85,999,,2015791.45,611456.74,0.0,105400.0,1,False,REF-27343,0.0,OFFICER-29,2024-12-30
DEC24042022383,2024-04-20,IMP-002,BROK-012,Air,JP,BKK,LCP,INV-45303,Standard Import,1,22083090,0,PROD-426,BrandX,M-90,2021,Whisky,20.0,39.28,41.93,USD,392.42,7848.4,31.98,12549.59,250991.83,999,,150595.1,28111.09,0.0,80000.0,1,False,REF-10062,0.0,OFFICER-23,2024-12-05
DEC23110993238,2023-11-09,IMP-007,BROK-020,Sea,DE,SUV,BKK,INV-38155,Standard Import,1,87032324,0,PROD-951,BrandX,M-44,2025,Passenger Cars,46.0,178.83,211.08,USD,55066.59,2533063.14,35.07,1931185.31,88834524.32,999,,71067619.46,11193150.06,0.0,2500000.0,1,False,REF-16221,0.0,OFFICER-38,2024-12-07
DEC23020426146,2023-02-04,IMP-003,BROK-048,Air,JP,LCP,LCP,INV-50465,Standard Import,1,33030000,0,PROD-704,BrandX,M-69,2023,Perfumes,78.0,552.38,653.68,USD,3084.12,240561.36,35.07,108160.09,8436486.9,999,,2530946.07,767720.31,0.0,105400.0,1,True,REF-53367,2000791.43,OFFICER-42,2024-12-25
DEC24051356923,2024-05-13,IMP-005,BROK-035,Sea,CN,BKK,LCP,INV-55226,Standard Import,1,62044290,0,PROD-556,BrandX,M-47,2024,Women Dresses,53.0,325.97,367.02,USD,1301.26,68966.78,31.98,41614.29,2205557.62,0,,661667.29,200705.74,0.0,44200.0,0,False,REF-94288,0.0,OFFICER-19,2024-12-20
DEC24041393581,2024-04-13,IMP-007,BROK-024,Sea,JP,BKK,BKK,INV-66862,Standard Import,1,87032324,0,PROD-831,BrandX,M-96,2021,Passenger Cars,81.0,399.49,432.31,USD,43911.16,3556803.96,31.98,1404278.9,113746590.64,999,,90997272.51,14332070.42,0.0,2500000.0,1,False,REF-38834,0.0,OFFICER-10,2024-12-22
DEC240617102349,2024-06-17,IMP-008,BROK-017,Sea,JP,LCP,LCP,INV-79720,Standard Import,1,87089360,0,PROD-905,BrandX,M-88,2025,Clutches,43.0,163.78,181.66,USD,3177.74,136642.82,31.98,101624.13,4369837.38,999,,1310951.21,397655.2,0.0,100000.0,1,False,REF-74059,0.0,OFFICER-16,2024-12-07
DEC25060365687,2025-06-03,IMP-005,BROK-014,Air,CN,BKK,BKK,INV-46620,Standard Import,1,62044290,0,PROD-293,BrandX,M-44,2021,Women Dresses,8.0,67.89,71.96,USD,1179.92,9439.36,32.88,38795.77,310366.16,999,,93109.85,28243.32,0.0,44200.0,0,False,REF-45392,0.0,OFFICER-25,2024-12-18
DEC23030871869,2023-03-08,IMP-006,BROK-001,Land,JP,SUV,BKK,INV-61755,Standard Import,1,64039990,0,PROD-792,BrandX,M-66,2024,Footwear,68.0,556.56,598.21,USD,810.97,55145.96,35.07,28440.72,1933968.82,0,,580190.65,175991.16,0.0,28050.0,0,False,REF-58353,0.0,OFFICER-11,2024-12-29
DEC240412101450,2024-04-12,IMP-008,BROK-032,Sea,CN,BKK,BKK,INV-44235,Standard Import,1,87089360,0,PROD-842,BrandX,M-13,2024,Clutches,83.0,381.33,424.09,USD,3384.1,280880.3,31.98,108223.52,8982551.99,0,,2694765.6,817412.23,0.0,100000.0,1,False,REF-95242,0.0,OFFICER-44,2024-12-25
DEC23062197333,2023-06-21,IMP-008,BROK-023,Air,JP,BKK,SUV,INV-17444,Standard Import,1,87089360,0,PROD-100,BrandX,M-81,2022,Clutches,56.0,470.21,551.16,USD,3325.86,186248.16,35.07,116637.91,6531722.97,999,,1959516.89,594386.79,0.0,100000.0,1,True,REF-73423,1112209.45,OFFICER-11,2024-12-30
DEC24111761186,2024-11-17,IMP-005,BROK-038,Sea,CN,LCP,SUV,INV-32799,Standard Import,1,62044290,0,PROD-307,BrandX,M-21,2022,Women Dresses,12.0,100.12,116.95,USD,1333.17,15998.04,31.98,42634.78,511617.32,0,,153485.2,46557.18,0.0,44200.0,1,False,REF-19063,0.0,OFFICER-39,2024-12-05
DEC25100768597,2025-10-07,IMP-005,BROK-016,Sea,CN,SUV,BKK,INV-62128,Standard Import,1,62044290,0,PROD-284,BrandX,M-95,2023,Women Dresses,72.0,671.81,763.93,USD,1208.89,87040.08,32.88,39748.3,2861877.83,0,,858563.35,260430.88,0.0,44200.0,0,True,REF-19051,456493.57,OFFICER-35,2024-12-08
DEC24081015385,2024-08-10,IMP-001,BROK-035,Sea,JP,LCP,SUV,INV-67657,Standard Import,1,19059030,0,PROD-643,BrandX,M-33,2025,Cake,7.0,7.55,8.81,USD,150.82,1055.74,31.98,4823.22,33762.57,0,,10128.77,3072.39,0.0,5000.0,0,False,REF-39456,0.0,OFFICER-43,2024-12-28
DEC24051134559,2024-05-11,IMP-003,BROK-010,Air,DE,SUV,BKK,INV-52227,Standard Import,1,33030000,0,PROD-595,BrandX,M-94,2023,Perfumes,46.0,232.1,243.95,USD,3231.17,148633.82,31.98,103332.82,4753309.56,999,,1425992.87,432551.17,0.0,105400.0,1,False,REF-68348,0.0,OFFICER-31,2024-12-25
DEC24072858626,2024-07-28,IMP-005,BROK-050,Sea,US,SUV,BKK,INV-36340,Standard Import,1,62044290,0,PROD-162,BrandX,M-90,2024,Women Dresses,2.0,17.86,20.01,USD,1338.11,2676.22,31.98,42792.76,85585.52,0,,25675.66,7788.28,0.0,44200.0,0,False,REF-12444,0.0,OFFICER-15,2024-12-03
DEC23052496968,2023-05-24,IMP-008,BROK-026,Sea,JP,LCP,BKK,INV-55586,Standard Import,1,87089360,0,PROD-147,BrandX,M-34,2024,Clutches,37.0,127.37,147.21,USD,3604.52,133367.24,35.07,126410.52,4677189.11,999,,1403156.73,425624.21,0.0,100000.0,1,False,REF-53477,0.0,OFFICER-18,2024-12-16
DEC24020722024,2024-02-07,IMP-002,BROK-044,Sea,US,BKK,LCP,INV-82718,Standard Import,1,22083090,0,PROD-889,BrandX,M-64,2021,Whisky,39.0,171.83,197.31,USD,1227.2,47860.8,31.98,39245.86,1530588.38,0,,918353.03,171425.9,0.0,80000.0,1,False,REF-68423,0.0,OFFICER-29,2024-12-10
DEC25043017776,2025-04-30,IMP-001,BROK-015,Sea,CN,SUV,BKK,INV-60758,Standard Import,1,19059030,0,PROD-607,BrandX,M-74,2021,Cake,8.0,53.43,59.5,USD,118.19,945.52,32.88,3886.09,31088.7,999,,9326.61,2829.07,0.0,5000.0,0,False,REF-37787,0.0,OFFICER-27,2024-12-16
DEC240328101247,2024-03-28,IMP-008,BROK-010,Sea,JP,SUV,LCP,INV-92290,Standard Import,1,87089360,0,PROD-929,BrandX,M-61,2022,Clutches,41.0,349.66,399.5,USD,3332.56,136634.96,31.98,106575.27,4369586.02,999,,1310875.81,397632.33,0.0,100000.0,1,False,REF-87782,0.0,OFFICER-32,2024-12-12
DEC25032086865,2025-03-20,IMP-006,BROK-010,Sea,DE,SUV,SUV,INV-13191,Standard Import,1,64039990,0,PROD-870,BrandX,M-61,2022,Footwear,71.0,665.87,723.16,USD,820.53,58257.63,32.88,26979.03,1915510.87,999,,574653.26,174311.49,0.0,28050.0,0,False,REF-14048,0.0,OFFICER-12,2024-12-07
DEC240507101794,2024-05-07,IMP-008,BROK-020,Sea,US,LCP,SUV,INV-95355,Standard Import,1,87089360,0,PROD-364,BrandX,M-61,2024,Clutches,87.0,740.83,861.27,USD,3382.78,294301.86,31.98,108181.3,9411773.48,999,,2823532.04,856471.39,0.0,100000.0,1,False,REF-80336,0.0,OFFICER-48,2024-12-05
DEC23031347183,2023-03-13,IMP-005,BROK-038,Sea,CN,SUV,LCP,INV-92548,Standard Import,1,62044290,0,PROD-452,BrandX,M-41,2022,Women Dresses,34.0,312.11,370.55,USD,1394.54,47414.36,35.07,48906.52,1662821.61,0,,498846.48,151316.77,0.0,44200.0,0,False,REF-71072,0.0,OFFICER-11,2024-12-16
DEC24052114663,2024-05-21,IMP-001,BROK-012,Sea,JP,LCP,BKK,INV-79785,Standard Import,1,19059030,0,PROD-310,BrandX,M-88,2025,Cake,37.0,290.01,347.07,USD,143.54,5310.98,31.98,4590.41,169845.14,999,,50953.54,15455.91,0.0,5000.0,0,True,REF-10167,53608.01,OFFICER-47,2024-12-04
DEC23031095928,2023-03-10,IMP-008,BROK-038,Sea,JP,BKK,LCP,INV-74845,Standard Import,1,87089360,0,PROD-594,BrandX,M-52,2024,Clutches,12.0,49.77,55.93,USD,4165.84,49990.08,35.07,146096.01,1753152.11,0,,525945.63,159536.84,0.0,100000.0,1,False,REF-25065,0.0,OFFICER-30,2024-12-13
DEC23093076082,2023-09-30,IMP-006,BROK-044,Sea,JP,SUV,SUV,INV-22416,Standard Import,1,64039990,0,PROD-386,BrandX,M-44,2023,Footwear,47.0,304.83,349.76,USD,828.03,38917.41,35.07,29039.01,1364833.57,0,,409450.07,124199.85,0.0,28050.0,1,True,REF-40607,233132.38,OFFICER-23,2024-12-04
DEC23101452000,2023-10-14,IMP-005,BROK-044,Air,CN,LCP,BKK,INV-77560,Standard Import,1,62044290,0,PROD-679,BrandX,M-21,2025,Women Dresses,45.0,226.0,252.27,USD,1410.75,63483.75,35.07,49475.0,2226375.11,0,,667912.53,202600.13,0.0,44200.0,0,False,REF-85953,0.0,OFFICER-42,2024-12-21
DEC24101123207,2024-10-11,IMP-002,BROK-031,Sea,US,LCP,BKK,INV-15746,Standard Import,1,22083090,0,PROD-721,BrandX,M-49,2023,Whisky,23.0,167.27,191.49,USD,765.03,17595.69,31.98,24465.66,562710.17,0,,337626.1,63023.54,0.0,80000.0,1,False,REF-69450,0.0,OFFICER-39,2024-12-26
DEC23102852305,2023-10-28,IMP-005,BROK-037,Sea,DE,SUV,BKK,INV-41332,Standard Import,1,62044290,0,PROD-695,BrandX,M-19,2022,Women Dresses,76.0,423.81,469.79,USD,1383.99,105183.24,35.07,48536.53,3688776.23,0,,1106632.87,335678.64,0.0,44200.0,0,False,REF-29475,0.0,OFFICER-39,2024-12-18
DEC25083118882,2025-08-31,IMP-001,BROK-032,Sea,JP,SUV,LCP,INV-84408,Standard Import,1,19059030,0,PROD-235,BrandX,M-73,2021,Cake,7.0,16.98,19.62,USD,179.33,1255.31,32.88,5896.37,41274.59,999,,12382.38,3755.99,0.0,5000.0,0,False,REF-29271,0.0,OFFICER-17,2024-12-04
DEC25083090023,2025-08-30,IMP-006,BROK-013,Sea,DE,LCP,LCP,INV-81499,Standard Import,1,64039990,0,PROD-172,BrandX,M-61,2022,Footwear,71.0,436.71,466.21,USD,820.86,58281.06,32.88,26989.88,1916281.25,0,,574884.38,174381.59,0.0,28050.0,1,False,REF-66072,0.0,OFFICER-14,2024-12-26
DEC240203100486,2024-02-03,IMP-008,BROK-037,Air,CN,SUV,LCP,INV-73414,Standard Import,1,87089360,0,PROD-288,BrandX,M-74,2021,Clutches,40.0,276.57,305.24,USD,3861.89,154475.6,31.98,123503.24,4940129.69,0,,1482038.91,449551.8,0.0,100000.0,1,True,REF-52101,2185822.38,OFFICER-18,2024-12-25
DEC24022979182,2024-02-29,IMP-006,BROK-038,Sea,CN,LCP,BKK,INV-85149,Standard Import,1,64039990,0,PROD-522,BrandX,M-21,2023,Footwear,24.0,161.8,185.01,USD,813.56,19525.44,31.98,26017.65,624423.57,0,,187327.07,56822.54,0.0,28050.0,0,False,REF-56738,0.0,OFFICER-45,2024-12-17
DEC24110484070,2024-11-04,IMP-006,BROK-042,Air,CN,SUV,LCP,INV-64084,Standard Import,1,64039990,0,PROD-613,BrandX,M-30,2023,Footwear,50.0,215.25,247.91,USD,838.51,41925.5,31.98,26815.55,1340777.49,999,,402233.25,122010.75,0.0,28050.0,1,False,REF-32927,0.0,OFFICER-19,2024-12-18
DEC23113077332,2023-11-30,IMP-006,BROK-001,Sea,CN,SUV,LCP,INV-38402,Standard Import,1,64039990,0,PROD-255,BrandX,M-57,2022,Footwear,42.0,122.36,135.48,USD,819.21,34406.82,35.07,28729.69,1206647.18,0,,361994.15,109804.89,0.0,28050.0,0,False,REF-57412,0.0,OFFICER-26,2024-12-05
DEC24092115774,2024-09-21,IMP-001,BROK-011,Air,DE,SUV,BKK,INV-46515,Standard Import,1,19059030,0,PROD-625,BrandX,M-69,2024,Cake,76.0,422.73,447.1,USD,162.58,12356.08,31.98,5199.31,395147.44,0,,118544.23,35958.42,0.0,5000.0,0,False,REF-32781,0.0,OFFICER-23,2024-12-04
DEC23021995685,2023-02-19,IMP-008,BROK-008,Sea,CN,SUV,BKK,INV-39742,Standard Import,1,87089360,0,PROD-664,BrandX,M-82,2021,Clutches,57.0,122.49,145.13,USD,2850.5,162478.5,35.07,99967.04,5698121.0,999,,1709436.3,518529.01,0.0,100000.0,0,True,REF-22016,1808140.57,OFFICER-12,2024-12-28
DEC250209105564,2025-02-09,IMP-008,BROK-040,Sea,CN,SUV,LCP,INV-80881,Standard Import,1,87089360,0,PROD-718,BrandX,M-93,2021,Clutches,82.0,434.3,499.97,USD,2587.91,212208.62,32.88,85090.48,6977419.43,0,,2093225.83,634945.17,0.0,100000.0,1,False,REF-48581,0.0,OFFICER-11,2024-12-05
DEC240630102532,2024-06-30,IMP-008,BROK-004,Sea,JP,SUV,LCP,INV-33481,Standard Import,1,87089360,0,PROD-373,BrandX,M-11,2022,Clutches,55.0,442.55,516.4,USD,3353.15,184423.25,31.98,107233.74,5897855.54,999,,1769356.66,536704.85,0.0,100000.0,0,False,REF-53260,0.0,OFFICER-19,2024-12-09
DEC23060511416,2023-06-05,IMP-001,BROK-013,Sea,JP,BKK,LCP,INV-60340,Standard Import,1,19059030,0,PROD-769,BrandX,M-33,2024,Cake,10.0,90.49,98.15,USD,188.83,1888.3,35.07,6622.27,66222.68,0,,19866.8,6026.26,0.0,5000.0,1,False,REF-57652,0.0,OFFICER-44,2024-12-21
DEC23120777477,2023-12-07,IMP-006,BROK-046,Sea,CN,LCP,LCP,INV-77633,Standard Import,1,64039990,0,PROD-885,BrandX,M-11,2021,Footwear,74.0,521.94,601.66,USD,821.35,60779.9,35.07,28804.74,2131551.09,999,,639465.33,193971.15,0.0,28050.0,0,False,REF-99332,0.0,OFFICER-48,2024-12-06
DEC24012578447,2024-01-25,IMP-006,BROK-018,Sea,CN,LCP,SUV,INV-19297,Standard Import,1,64039990,0,PROD-626,BrandX,M-52,2022,Footwear,25.0,156.4,164.87,USD,828.79,20719.75,31.98,26504.7,662617.6,999,,198785.28,60298.2,0.0,28050.0,1,False,REF-55978,0.0,OFFICER-47,2024-12-15
DEC25061788577,2025-06-17,IMP-006,BROK-012,Sea,JP,SUV,LCP,INV-97133,Standard Import,1,64039990,0,PROD-421,BrandX,M-52,2021,Footwear,92.0,826.19,971.31,USD,810.39,74555.88,32.88,26645.62,2451397.33,999,,735419.2,223077.16,0.0,28050.0,1,False,REF-90046,0.0,OFFICER-39,2024-12-16
DEC24072615250,2024-07-26,IMP-001,BROK-032,Sea,JP,BKK,LCP,INV-42417,Standard Import,1,19059030,0,PROD-559,BrandX,M-88,2021,Cake,94.0,628.84,750.69,USD,143.84,13520.96,31.98,4600.0,432400.3,999,,129720.09,39348.43,0.0,5000.0,0,False,REF-66221,0.0,OFFICER-15,2024-12-09
DEC24072382063,2024-07-23,IMP-006,BROK-012,Air,CN,BKK,BKK,INV-75848,Standard Import,1,64039990,0,PROD-743,BrandX,M-65,2021,Footwear,10.0,16.95,20.2,USD,830.11,8301.1,31.98,26546.92,265469.18,999,,79640.75,24157.7,0.0,28050.0,0,False,REF-48245,0.0,OFFICER-16,2024-12-03
DEC24102383833,2024-10-23,IMP-006,BROK-003,Sea,DE,LCP,LCP,INV-76455,Standard Import,1,64039990,0,PROD-812,BrandX,M-56,2023,Footwear,18.0,161.95,173.06,USD,826.2,14871.6,31.98,26421.88,475593.77,999,,142678.13,43279.03,0.0,28050.0,0,False,REF-65562,0.0,OFFICER-12,2024-12-13
DEC24012054332,2024-01-20,IMP-005,BROK-042,Sea,CN,BKK,BKK,INV-70558,Standard Import,1,62044290,0,PROD-670,BrandX,M-39,2024,Women Dresses,56.0,188.56,219.43,USD,1311.2,73427.2,31.98,41932.18,2348201.86,0,,704460.56,213686.37,0.0,44200.0,0,False,REF-75823,0.0,OFFICER-33,2024-12-24
DEC25093019145,2025-09-30,IMP-001,BROK-024,Sea,JP,SUV,SUV,INV-36501,Standard Import,1,19059030,0,PROD-805,BrandX,M-70,2021,Cake,24.0,218.35,250.65,USD,118.98,2855.52,32.88,3912.06,93889.5,0,,28166.85,8543.94,0.0,5000.0,1,False,REF-89382,0.0,OFFICER-40,2024-12-30
DEC25103069129,2025-10-30,IMP-005,BROK-031,Sea,JP,LCP,BKK,INV-55172,Standard Import,1,62044290,0,PROD-652,BrandX,M-86,2025,Women Dresses,60.0,389.06,419.09,USD,1187.43,71245.8,32.88,39042.7,2342561.9,0,,702768.57,213173.13,0.0,44200.0,0,False,REF-16406,0.0,OFFICER-25,2024-12-08
DEC25070724615,2025-07-07,IMP-002,BROK-008,Sea,JP,SUV,LCP,INV-28226,Standard Import,1,22083090,0,PROD-759,BrandX,M-24,2022,Whisky,58.0,97.09,104.84,USD,1082.39,62778.62,32.88,35588.98,2064161.03,999,,1238496.62,231186.04,0.0,80000.0,0,False,REF-78696,0.0,OFFICER-25,2024-12-14
DEC23102652276,2023-10-26,IMP-005,BROK-024,Air,CN,LCP,SUV,INV-88332,Standard Import,1,62044290,0,PROD-676,BrandX,M-93,2023,Women Dresses,58.0,200.43,222.34,USD,1409.42,81746.36,35.07,49428.36,2866844.85,999,,860053.45,260882.88,0.0,44200.0,1,False,REF-20455,0.0,OFFICER-33,2024-12-08
DEC23100312518,2023-10-03,IMP-001,BROK-031,Sea,JP,BKK,SUV,INV-17876,Standard Import,1,19059030,0,PROD-754,BrandX,M-36,2023,Cake,70.0,503.5,576.3,USD,162.74,11391.8,35.07,5707.29,399510.43,0,,119853.13,36355.45,0.0,5000.0,1,False,REF-99869,0.0,OFFICER-31,2024-12-20
DEC25121792211,2025-12-17,IMP-006,BROK-011,Sea,DE,SUV,BKK,INV-22341,Standard Import,1,64039990,0,PROD-271,BrandX,M-22,2023,Footwear,90.0,179.39,204.55,USD,833.22,74989.8,32.88,27396.27,2465664.62,0,,739699.39,224375.48,0.0,28050.0,1,True,REF-45119,1063423.51,OFFICER-18,2024-12-03
DEC25091190260,2025-09-11,IMP-006,BROK-011,Air,DE,BKK,BKK,INV-90962,Standard Import,1,64039990,0,PROD-218,BrandX,M-19,2024,Footwear,92.0,137.83,155.01,USD,832.61,76600.12,32.88,27376.22,2518611.95,0,,755583.59,229193.69,0.0,28050.0,0,False,REF-98555,0.0,OFFICER-24,2024-12-17
DEC23051973329,2023-05-19,IMP-006,BROK-047,Sea,JP,LCP,LCP,INV-53710,Standard Import,1,64039990,0,PROD-824,BrandX,M-32,2023,Footwear,22.0,53.02,57.28,USD,820.31,18046.82,35.07,28768.27,632901.98,999,,189870.59,57594.08,0.0,28050.0,0,False,REF-10017,0.0,OFFICER-24,2024-12-11
DEC24021432990,2024-02-14,IMP-003,BROK-050,Air,DE,BKK,LCP,INV-61389,Standard Import,1,33030000,0,PROD-613,BrandX,M-40,2021,Perfumes,7.0,25.06,28.81,USD,2263.31,15843.17,31.98,72380.65,506664.58,999,,151999.37,46106.48,0.0,105400.0,1,False,REF-34728,0.0,OFFICER-10,2024-12-21
DEC25041087276,2025-04-10,IMP-006,BROK-007,Air,CN,LCP,BKK,INV-33178,Standard Import,1,64039990,0,PROD-753,BrandX,M-17,2021,Footwear,15.0,128.87,151.1,USD,819.73,12295.95,32.88,26952.72,404290.84,0,,121287.25,36790.47,0.0,28050.0,0,False,REF-89536,0.0,OFFICER-45,2024-12-29
DEC25091890399,2025-09-18,IMP-006,BROK-049,Sea,DE,LCP,LCP,INV-90955,Standard Import,1,64039990,0,PROD-907,BrandX,M-65,2024,Footwear,82.0,675.86,787.77,USD,837.87,68705.34,32.88,27549.17,2259031.58,999,,677709.47,205571.87,0.0,28050.0,0,True,REF-17236,419480.1,OFFICER-34,2024-12-26
DEC250208105547,2025-02-08,IMP-008,BROK-036,Air,CN,BKK,BKK,INV-80474,Standard Import,1,87089360,0,PROD-156,BrandX,M-31,2022,Clutches,79.0,779.12,823.98,USD,3895.14,307716.06,32.88,128072.2,10117704.05,999,,3035311.22,920711.07,0.0,100000.0,1,False,REF-70302,0.0,OFFICER-31,2024-12-25
DEC23021171367,2023-02-11,IMP-006,BROK-025,Air,CN,BKK,BKK,INV-75859,Standard Import,1,64039990,0,PROD-612,BrandX,M-69,2024,Footwear,70.0,102.78,115.57,USD,846.47,59252.9,35.07,29685.7,2077999.2,999,,623399.76,189097.93,0.0,28050.0,0,False,REF-75375,0.0,OFFICER-15,2024-12-19
DEC250227105782,2025-02-27,IMP-008,BROK-048,Air,CN,LCP,LCP,INV-37475,Standard Import,1,87089360,0,PROD-775,BrandX,M-35,2025,Clutches,44.0,408.57,480.5,USD,3761.38,165500.72,32.88,123674.17,5441663.67,999,,1632499.1,495191.39,0.0,100000.0,1,False,REF-46460,0.0,OFFICER-21,2024-12-10
DEC25061141807,2025-06-11,IMP-003,BROK-015,Air,DE,LCP,BKK,INV-53632,Standard Import,1,33030000,0,PROD-957,BrandX,M-47,2024,Perfumes,12.0,32.36,37.52,USD,3162.75,37953.0,32.88,103991.22,1247894.64,0,,374368.39,113558.41,0.0,105400.0,1,False,REF-46744,0.0,OFFICER-33,2024-12-20
DEC241005103793,2024-10-05,IMP-008,BROK-002,Air,CN,LCP,LCP,INV-80497,Standard Import,1,87089360,0,PROD-851,BrandX,M-48,2024,Clutches,97.0,655.14,720.27,USD,3634.61,352557.17,31.98,116234.83,11274778.3,0,,3382433.49,1026004.83,0.0,100000.0,1,False,REF-57280,0.0,OFFICER-33,2024-12-15
DEC25022763532,2025-02-27,IMP-005,BROK-009,Sea,CN,BKK,SUV,INV-38944,Standard Import,1,62044290,0,PROD-133,BrandX,M-48,2025,Women Dresses,22.0,44.96,52.6,USD,1215.21,26734.62,32.88,39956.1,879034.31,999,,263710.29,79992.12,0.0,44200.0,0,False,REF-72943,0.0,OFFICER-25,2024-12-27
DEC23030226638,2023-03-02,IMP-003,BROK-027,Land,DE,BKK,LCP,INV-64793,Standard Import,1,33030000,0,PROD-324,BrandX,M-76,2021,Perfumes,67.0,661.74,697.89,USD,3234.99,216744.33,35.07,113451.1,7601223.65,999,,2280367.1,691711.35,0.0,105400.0,1,True,REF-68251,2099820.26,OFFICER-22,2024-12-26
DEC25090443318,2025-09-04,IMP-003,BROK-001,Sea,US,SUV,BKK,INV-49743,Standard Import,1,33030000,0,PROD-560,BrandX,M-72,2022,Perfumes,70.0,133.15,141.5,USD,3065.13,214559.1,32.88,100781.47,7054703.21,0,,2116410.96,641977.99,0.0,105400.0,1,False,REF-88357,0.0,OFFICER-19,2024-12-08
DEC25091719038,2025-09-17,IMP-001,BROK-043,Sea,CN,BKK,SUV,INV-70520,Standard Import,1,19059030,0,PROD-280,BrandX,M-86,2024,Cake,20.0,143.08,160.41,USD,166.31,3326.2,32.88,5468.27,109365.46,0,,32809.64,9952.26,0.0,5000.0,0,True,REF-10360,12641.78,OFFICER-24,2024-12-24
DEC23120299647,2023-12-02,IMP-008,BROK-012,Air,JP,SUV,BKK,INV-27917,Standard Import,1,87089360,0,PROD-699,BrandX,M-93,2023,Clutches,79.0,759.55,834.88,USD,3819.69,301755.51,35.07,133956.53,10582565.74,999,,3174769.72,963013.48,0.0,100000.0,1,False,REF-31202,0.0,OFFICER-13,2024-12-14
DEC23081975217,2023-08-19,IMP-006,BROK-017,Air,CN,SUV,BKK,INV-13000,Standard Import,1,64039990,0,PROD-621,BrandX,M-18,2025,Footwear,94.0,823.35,928.72,USD,814.53,76565.82,35.07,28565.57,2685163.31,0,,805548.99,244349.86,0.0,28050.0,0,True,REF-25075,522942.64,OFFICER-28,2024-12-12
DEC25112591786,2025-11-25,IMP-006,BROK-006,Sea,DE,BKK,SUV,INV-30158,Standard Import,1,64039990,0,PROD-184,BrandX,M-82,2025,Footwear,64.0,622.46,726.87,USD,814.21,52109.44,32.88,26771.22,1713358.39,0,,514007.52,155915.61,0.0,28050.0,1,True,REF-50188,506311.8,OFFICER-10,2024-12-24
